Company Name,Digital Maturity Score,Headquaters,Primary Category,Secondary Category,Peak Sales Month,Avg Revenue/Business,Locations Count,Business Type,Annual Revenue,Tech Spend/month,Business Age,Business Model,Revenue Seasonality,Remote-Only Business,Technologies - CMS,Technologies - Analytics and Tracking,Google My Business - Listed,Google My Business - Claimed,Google Reviews,Google Reviews Count,Google Rating,Nextdoor,Nextdoor_Recommendation,Nextdoor_Neighborhood Favorite,Employee Size,Review(s),Ratings,Open Positions,Security Score,Malware,Sensitive Information Security,Caching Enabled,File Compression,Server Response Time,Website CMS,Data Usage,Toll-Free Number,Technologies - Video Calling Platform,Technologies - Email Platform,Technologies - Help Desk,Technologies - Contact Center,Website Page Count,Mobile Friendly,SEO Score,Trust Flow,Local Presence,Domain Age,Social Score,Facebook Business Page,Facebook Likes,Facebook Check-ins,X (Formerly Twitter) Business Account,X (Formerly Twitter) Followers,Posts,YouTube Channel,LinkedIn Company Page,Pinterest Business Account,Pinterest Followers,Pinterest Following,Pinterest Pins,Pinterest Boards,Pinterest Domain Verified,Pinterest Verified Merchant,Instagram Business Account,Instagram Posts,Instagram Followers,Instagram Following,HomeAdvisor - Business Since,HomeAdvisor - Is Claimed,HomeAdvisor - Services Offered,HomeAdvisor - Ratings,HomeAdvisor - Total Reviews Count,Thumbtack - Category,Thumbtack - Years in Business,Thumbtack - Estimated Cost,Thumbtack - Rating,Thumbtack - Review count,Thumbtack - No of Times Hired,Thumbtack - Remote Service,Thumbtack - Discounts,Uber Eats,Uber Eats - Review count,Uber Eats - Rating,Android App,iOS App,Advertising Score,Google Ads Presence,Google AdWords Cost,Google Ads Traffic,Display Ads,Facebook Ads,HomeAdvisor - Advertising,ThumbTack - Advertising,Del-Return Policy,Reservation,Online Ordering,Reviews,Product Count,Average Product Price,Featured Products,Promotions,Coupons,Buying Page,Selling Page,Rentals Page,Menu,Scheduler,Premium Calculator,Inventory Tracking,Finance,WishList,Order Tracking,Get A Quote,Estimate Page,FB Shop,Amazon Seller,Monthly App Spend,Plan,Technologies - Ecommerce Tools,Payments
I-70 Auto Service,92,Yes,Automobile - Repairs & Services,,"Mar, Jun, Jul, Aug",$378.59k,1,Commercial,$2.5M - $5M,$0 - $1K,>10Y,B2B & B2C,"Spring, Summer",No,,"Google Analytics,Google Analytics 4 (GA4)",-,-,-,-,-,Yes,6,No,11 to 50,0,0,0,80,No,Yes,No,No,306.837s,Not Detected,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,57,Yes,95,7,No,"18Y, 8M",88,Yes,"701,291",83,Yes,185,"1,926",Yes,Yes,Yes,-,-,-,-,No,No,No,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,0,No,No,,,Yes,No,No,Yes,-,-,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,-,-,Not Detected,Not Detected
Nuvance Health,92,Yes,Physicians - Cardiovascular & Pulmonary,Physicians Cardiology,"Mar, Apr, May",$382.53k,61,Commercial,$100M - $500M,$1K - $5K,>10Y,B2C,"Spring, Memorial Day",No,SiteCore,Google Analytics,Yes,Yes,-,-,-,No,-,-,1001+,0,0,0,80,No,Yes,Yes,No,637.484s,SiteCore,Medium,Yes,Not Detected,Mimecast,Not Detected,Not Detected,325,Yes,95,-,Yes,"25Y, 1M",94,Yes,"19,226","50,745",Yes,"6,394","3,948",Yes,Yes,No,-,-,-,-,-,-,Yes,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,55,Yes,$5K - $20K,1K,Yes,No,,,Yes,Yes,No,Yes,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,Not Detected,Not Detected
National Parks Realty Forbes Global Properties,92,Yes,Real Estate - Brokers & Agents,Real Estate,"Oct, Nov, Dec",$58122.64k,7,Commercial,$5M - $10M,$0 - $1K,>10Y,B2B & B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,-,-,-,-,No,-,-,11 to 50,0,0,0,80,No,Yes,Yes,No,785.977s,WordPress.org,Medium,Yes,Vimeo,Not Detected,Not Detected,Not Detected,57,Yes,90,15,Yes,"22Y, 5M",100,Yes,"1,250",114,Yes,495,"1,509",Yes,Yes,Yes,421,68,850,32,No,No,Yes,426,"1,907",306,-,-,-,-,-,,,,,,,,,No,-,-,No,No,56,Yes,<$1K,0,Yes,Yes,-,,No,No,No,No,-,-,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Tek Rep,92,Yes,Telecommunications Equipment & Services,Cellular Telephone Equipment Service & Supplies,,,1,Commercial,-,$1K - $5K,-,B2B & B2C,-,No,,Google Analytics,-,-,-,-,-,No,-,-,11 to 50,0,0,0,80,No,Yes,Yes,No,442.449s,Not Detected,Medium,No,YouTube,Gmail,Not Detected,Not Detected,38,Yes,90,-,No,"9Y, 6M",100,Yes,"3,362",0,Yes,55,"1,001",Yes,Yes,Yes,-,-,0,0,No,No,Yes,956,461,147,-,-,-,-,-,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,0,No,No,-,,Yes,No,No,Yes,253,$412,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,$1K - $5K,-,Not Detected,Not Detected
Morrie's Minnetonka Ford,92,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,$1K - $5K,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,"Google Analytics,Google Analytics 4 (GA4)",Yes,-,-,-,-,Yes,-,No,51 to 100,0,0,0,50,No,Yes,Yes,No,197.474s,Not Detected,Medium,No,Vimeo,Not Detected,Not Detected,Not Detected,54,Yes,90,28,Yes,"25Y, 2M",100,Yes,"1,596","1,514",Yes,875,"4,155",Yes,Yes,Yes,356,247,"1,145",23,No,No,Yes,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,61,Yes,<$1K,10,Yes,Yes,,,No,No,No,Yes,-,-,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Accessible Home Health Care Franchising,92,Yes,Health Services,Home Health Care Services,"Oct, Nov, Dec",$2979.72k,58,Residential,-,$0 - $1K,>10Y,B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,-,-,-,-,-,No,-,-,-,0,0,0,20,-,Yes,Yes,No,165.379s,WordPress.org,High,No,Not Detected,Outlook,Not Detected,Not Detected,36,Yes,90,16,No,"18Y, 10M",94,Yes,"2,000",0,Yes,"1,011","1,964",Yes,Yes,No,-,-,-,-,-,-,Yes,30,85,53,,,,,,,,,,,,,,No,-,-,No,No,61,Yes,<$1K,0,Yes,Yes,,,Yes,No,No,Yes,-,-,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,SynapseFI
Hatch Homes Group,92,Yes,Real Estate - Brokers & Agents,,"Oct, Nov, Dec",$58122.64k,1,Commercial,$1K - $500K,$5K - $20K,-,B2B & B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,"Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,106,5,Yes,1,No,1 to 10,0,0,0,50,No,Yes,Yes,No,1552.362s,WordPress.org,Medium,No,YouTube,Not Detected,Not Detected,Not Detected,39,Yes,86,33,Yes,"27Y, 5M",100,Yes,"1,745",38,Yes,247,"1,967",Yes,Yes,Yes,4,2,6,2,No,No,Yes,"1,673","1,191",887,-,-,-,-,-,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,No,Yes,-,,No,Yes,No,Yes,-,-,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Massmutual Center,92,Yes,Convention & Meeting Facilities,Convention Services,"Jan, Feb, Apr, May, Sep, Oct, Nov",$0.00k,1,Commercial,$500K - $1M,$1K - $5K,6Y - 10Y,B2B,"Winter, Valentine, Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,"Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,2223,4.4,No,-,-,11 to 50,0,0,0,80,No,Yes,Yes,No,336.729s,Not Detected,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,70,Yes,86,21,Yes,"22Y, 3M",100,Yes,"14,220","192,824",Yes,"4,129","3,908",Yes,Yes,Yes,-,-,123,8,No,No,Yes,873,"2,174",311,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,197.46,No,No,,,No,Yes,No,No,-,-,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Calvac Paving,92,Yes,Contractors - Paving,Asphalt Contractors,"Mar, Apr, May, Jun, Jul, Aug",$12926.96k,4,Commercial,$2.5M - $5M,$0 - $1K,>10Y,B2B & B2C,"Spring, Memorial Day, Summer",No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",-,-,-,-,-,Yes,9,-,11 to 50,0,0,0,50,No,Yes,No,No,275.184s,WordPress.org,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,21,Yes,95,19,No,"25Y, 6M",94,Yes,995,10,Yes,1,0,Yes,Yes,No,-,-,-,-,-,-,Yes,-,-,-,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,51,Yes,0,1,Yes,No,,No,Yes,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,-,-,-,Not Detected,Not Detected
Jesus Film Project,92,Yes,Religious Services & Organizations,,Dec,$742.56k,9,Commercial,$100M - $500M,$5K - $20K,>10Y,B2C,"Xmas, Winter",No,WordPress.org,"Hotjar,Google Analytics",Yes,Yes,Yes,19,5,No,-,-,101 to 200,0,0,0,80,No,Yes,Yes,No,138.567s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,43,Yes,86,52,Yes,"29Y, 6M",100,Yes,"809,300",0,Yes,"4,833","2,999",Yes,Yes,Yes,136,14,44,8,Yes,No,Yes,"1,506","26,029",776,,,,,,,,,,,,,,No,-,-,No,No,50,Yes,$5K - $20K,54,No,No,,,No,Yes,No,No,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Upstate Chevrolet,92,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,$1K - $5K,3Y - 5Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,Bolt,"VinLens,Google Analytics",Yes,Yes,Yes,291,4.6,No,-,-,11 to 50,0,0,0,80,No,Yes,Yes,No,670.439s,Bolt,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,117,Yes,90,12,Yes,"17Y, 3M",94,Yes,"1,318",467,Yes,10,6,Yes,Yes,No,-,-,-,-,-,-,Yes,601,265,323,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,0,No,Yes,,,Yes,No,No,Yes,-,-,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Summit Mountain Rentals,92,Yes,Real Estate - Brokers & Agents,Property Management,"Oct, Nov, Dec",$58122.64k,1,-,$5M - $10M,$1K - $5K,-,B2B & B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,"Drupal,Drupal, version 7",Google Analytics,Yes,Yes,Yes,793,4.6,No,-,-,11 to 50,-,-,2,50,No,Yes,No,No,70s,"Drupal, Drupal, version 7",Medium,Yes,Not Detected,Outlook,Not Detected,Not Detected,37,Yes,86,33,Yes,"21Y, 3M",100,Yes,"2,044",119,Yes,"1,450","1,040",Yes,Yes,Yes,63,13,368,15,No,No,Yes,15,73,30,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,51,Yes,<$1K,0,No,No,-,No,No,Yes,No,Yes,-,-,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,-,-,Not Detected,Not Detected
Milwaukee Chophouse,92,Yes,Restaurants,Restaurants Steak Houses,"Apr, May, Jul, Dec",$909.99k,1,Commercial,$10M - $25M,$0 - $1K,>10Y,B2C,"Spring, Memorial Day, Summer, Xmas, Winter",No,"Eleanor CMS,Orchard CMS",Google Analytics,Yes,Yes,Yes,301,4.4,Yes,4,-,51 to 100,0,0,0,20,-,Yes,No,No,135.943s,"Eleanor CMS, Orchard CMS",Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,8,Yes,95,24,Yes,"23Y, 5M",94,Yes,"3,345","7,077",Yes,237,395,Yes,Yes,No,-,-,-,-,-,-,Yes,230,447,143,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,35.22,No,No,,,No,Yes,No,Yes,-,-,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,-,Not Detected,Not Detected
Keffer Hyundai,92,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,$1K - $5K,>10Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,WordPress.org,"Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,4909,4.3,Yes,12,Yes,501 to 1000,14,4.6,1,20,-,Yes,No,Yes,0s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,70,Yes,86,38,Yes,"21Y, 11M",100,Yes,"7,896","3,030",Yes,624,"1,948",Yes,Yes,Yes,99,37,279,12,No,No,Yes,55,130,130,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,1,Yes,Yes,,,Yes,No,No,Yes,-,-,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Rosati Windows,92,Yes,Glass Products & Services,Window Installation & Sales,"Oct, Nov, Dec",$0.00k,1,Commercial,$10M - $25M,$1K - $5K,6Y - 10Y,B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,"WordPress.org,Joomla,Squarespace,Bolt",Google Analytics,Yes,Yes,Yes,175,4.4,Yes,527,No,51 to 100,0,0,0,50,No,Yes,Yes,No,110.112s,"WordPress.org, Joomla, Squarespace, Bolt",Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,48,Yes,95,9,Yes,"25Y, 2M",94,Yes,"1,925",73,Yes,77,12,Yes,Yes,No,-,-,-,-,-,-,Yes,67,493,260,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,65,Yes,$5K - $20K,2,No,Yes,-,No,Yes,Yes,No,Yes,-,-,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Newton Nissan Of Gallatin,92,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,$5K - $20K,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,,Yes,Yes,Yes,1823,4.6,Yes,11,Yes,101 to 200,-,-,5,50,No,Yes,Yes,No,204.146s,Not Detected,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,-,Yes,86,12,Yes,"16Y, 1M",100,Yes,"8,427","16,117",Yes,669,"8,125",Yes,Yes,Yes,24,15,21,4,No,No,Yes,97,810,100,,,,,,,,,,,,,,No,-,-,No,No,50,Yes,$1K - $5K,451,No,Yes,,,Yes,Yes,No,Yes,274,-,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Pitman Kyle Sicula & Dentice,92,Yes,Law - Personal Injury & Property Damage,Attorneys Accident Personal Injury & Property Damage Law,"Jan, Apr, Oct, Nov, Dec",$722.77k,7,Commercial,$5M - $10M,$5K - $20K,>10Y,B2C,"Winter, Spring, Fall, Halloween, Veterans Day, Xmas",No,WordPress.org,Google Analytics,Yes,Yes,Yes,175,4.5,No,-,-,11 to 50,0,0,0,50,-,Yes,No,No,173.556s,WordPress.org,Medium,No,"Wistia, YouTube, Vimeo",Outlook,Not Detected,Not Detected,88,Yes,90,25,Yes,"21Y, 6M",100,Yes,"2,749",23,Yes,213,"1,050",Yes,Yes,Yes,0,5,3,2,No,No,Yes,1,3,0,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,51,Yes,<$1K,0,Yes,Yes,,No,Yes,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Eagle Family Dental,92,Yes,Dentists,,"Jan, Mar, Jun, Aug",$730.00k,1,Commercial,$500K - $1M,$0 - $1K,-,B2C,"Winter, Spring, Summer",No,WordPress.org,"Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,1058,4.9,Yes,52,No,1 to 10,0,0,0,80,No,Yes,No,No,300.119s,WordPress.org,Medium,No,Vimeo,Gmail,Not Detected,Not Detected,73,Yes,86,12,Yes,"20Y, 5M",100,Yes,482,241,Yes,5,14,Yes,Yes,Yes,0,0,13,6,No,No,Yes,115,251,91,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,87.66,No,No,,,Yes,No,No,Yes,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Truckmax,92,Yes,Commercial & Industrial Vehicles & Machinery,Truck Dealers New Trucks,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,4,Commercial,$25M - $50M,$0 - $1K,-,B2B,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,378,4.1,No,-,-,101 to 200,0,0,0,50,No,Yes,No,No,290s,Not Detected,Medium,Yes,YouTube,Outlook,Not Detected,Not Detected,32,Yes,95,32,Yes,"28Y, 1M",94,Yes,"5,821",364,Yes,473,696,Yes,Yes,No,-,-,-,-,-,-,Yes,569,"2,179","2,038",,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,242.79,No,No,,,No,Yes,No,No,-,-,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Visit Oxnard,92,Yes,Travel & Tourism,Travel Service,"Jul, Aug, Sep",$671.41k,2,Commercial,$1M - $2.5M,$0 - $1K,>10Y,B2C,"Summer, Labour Day, Fall",No,Craft CMS,Google Analytics,Yes,Yes,Yes,2,4,No,-,-,1 to 10,0,0,0,50,-,Yes,No,No,564s,Craft CMS,Medium,Yes,Not Detected,Not Detected,Not Detected,Not Detected,48,Yes,86,49,Yes,-,100,Yes,"36,607","4,860",Yes,"2,283","2,205",Yes,Yes,Yes,294,43,440,23,No,No,Yes,"2,086","10,029","1,753",,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,46,Yes,<$1K,0,No,Yes,,No,No,Yes,No,No,-,-,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,-,-,Not Detected,Not Detected
Revision Lasik And Cataract Surgery,92,Yes,Physicians - General,Physicians & Surgeons Do Laser Eye Surgery,"Apr, May, Jul, Dec",$909.99k,1,Commercial,$2.5M - $5M,$0 - $1K,-,B2C,"Spring, Memorial Day, Summer, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,129,4.6,Yes,-,No,11 to 50,0,0,0,50,No,Yes,Yes,No,194.385s,WordPress.org,Medium,Yes,YouTube,Not Detected,Not Detected,Not Detected,32,Yes,95,34,Yes,"26Y, 3M",94,Yes,"1,799",186,Yes,93,705,Yes,Yes,No,-,-,-,-,-,-,Yes,"1,126",338,292,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,335.32,No,No,,,No,No,No,No,-,-,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Gray Daniels Nissan North,92,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$5M - $10M,$1K - $5K,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,Google Analytics,Yes,Yes,Yes,2799,4.5,No,-,-,11 to 50,0,0,0,80,No,Yes,No,No,923s,Not Detected,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,111,Yes,90,6,Yes,"22Y, 9M",100,Yes,"3,590","4,542",Yes,54,798,Yes,Yes,Yes,3,51,43,7,No,No,Yes,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,No,Yes,,,Yes,No,No,No,-,-,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Brighton Center,92,Yes,Public & Social Services,Social Services,"Mar, Aug, Sep",$78.87k,4,Commercial,-,$5K - $20K,-,B2C,"Spring, Summer, Labour Day, Fall",No,WordPress.org,Google Analytics,Yes,No,Yes,2,5,Yes,3,-,-,0,0,0,80,No,Yes,Yes,No,50.398s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,152,Yes,86,-,Yes,-,100,Yes,"82,906","2,151",Yes,862,"2,117",Yes,Yes,Yes,-,-,407,14,No,No,Yes,522,"3,687",655,-,-,-,-,-,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,-,No,-,,No,No,No,Yes,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,Not Detected,Not Detected
American Design and Build LTD.,92,Yes,Contractors - Deck & Patio,Deck Builders,"Apr, May, Jun",$0.00k,3,Commercial,$10M - $25M,$0 - $1K,>10Y,B2B & B2C,"Spring, Memorial Day, Summer",No,WordPress.org,Google Analytics,Yes,Yes,Yes,118,4.5,Yes,-,No,11 to 50,0,0,0,50,-,Yes,No,No,111s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,28,Yes,90,13,Yes,"26Y, 6M",100,Yes,"1,308",175,Yes,312,360,Yes,Yes,Yes,70,90,649,22,No,No,Yes,199,124,21,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,51,No,0,0,Yes,No,-,No,Yes,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Darcars Chrysler Dodge Jeep Ram Of Silver Spring,92,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,-,-,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"Joomla,DealerOn,Bolt","CrazyEgg,Google Analytics",Yes,Yes,Yes,626,3.8,No,-,-,-,0,0,0,80,No,Yes,Yes,Yes,-,"Joomla, DealerOn, Bolt",Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,79,Yes,95,13,Yes,"12Y, 9M",94,Yes,"4,605",850,Yes,"1,344","4,821",Yes,Yes,No,-,-,-,-,-,-,Yes,986,667,"1,886",,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,No,Yes,,,Yes,No,No,Yes,-,-,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Momentum Volkswagen Of Upper Kirby,92,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$5M - $10M,$1K - $5K,>10Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,Google Analytics,Yes,Yes,Yes,2598,4.5,No,-,-,1 to 10,0,0,0,80,No,Yes,Yes,No,788.785s,Not Detected,Medium,Yes,Not Detected,Not Detected,Not Detected,Not Detected,65,Yes,100,0,Yes,"21Y, 5M",82,Yes,"5,410","2,193",Yes,20,993,Yes,No,Yes,-,-,-,-,No,No,Yes,"1,188",426,698,,,,,,,,,,,,,,No,-,-,No,No,50,Yes,$1K - $5K,240,No,Yes,,,Yes,No,No,Yes,-,-,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-,-,Not Detected,Not Detected
Fanatik Bike Co,92,Yes,Motorcycles & Motor Sports,Motorcycle & Motor Scooter Supplies Parts & Accessories,"Mar, Aug, Dec",$4278.55k,1,-,-,-,-,B2B,"Spring, Summer, Xmas, Winter",No,Bolt,,-,-,-,-,-,Yes,50,-,-,-,-,-,50,-,Yes,Yes,No,51s,Bolt,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,144,Yes,86,17,No,"20Y, 8M",100,Yes,"28,788",414,Yes,460,"1,478",Yes,Yes,Yes,51,4,4,1,No,No,Yes,645,"3,645","1,043",,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,0,No,No,,,Yes,No,No,Yes,4156,$349,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,$20K - $50K,-,Not Detected,Not Detected
Aerotech Inc,92,Yes,Organizations & Associations,Manufacturers,,,22,Commercial,-,$5K - $20K,>10Y,B2C,-,No,WordPress.org,Google Analytics,Yes,Yes,Yes,11,4.1,Yes,-,No,201 to 500,-,-,11,80,No,Yes,No,No,445.226s,WordPress.org,High,No,Vimeo,Gmail,Not Detected,Not Detected,101,Yes,90,55,Yes,"30Y, 6M",100,Yes,"2,080",101,Yes,"3,160","30,681",Yes,Yes,Yes,83,103,"1,829",9,No,No,Yes,105,168,36,,,,,,,,,,,,,,No,-,-,No,No,55,Yes,$1K - $5K,9,Yes,No,,,Yes,No,No,Yes,900,-,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Fahnestock Hvac,92,Yes,"Heating, Ventilation & Air Conditioning",Air Conditioning Contractors,,,2,Commercial,$100M - $500M,$0 - $1K,>10Y,B2B,-,No,WordPress.org,Google Analytics,Yes,Yes,Yes,678,4.8,Yes,-,No,51 to 100,-,-,4,20,-,Yes,No,No,1531s,WordPress.org,Medium,No,Not Detected,Mimecast,Not Detected,Not Detected,59,Yes,86,23,Yes,"24Y, 1M",100,Yes,901,424,Yes,364,564,Yes,Yes,Yes,3,6,26,4,No,No,Yes,"1,239",448,554,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,61,Yes,<$1K,0,Yes,Yes,-,No,Yes,Yes,No,Yes,-,-,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Floors Usa,92,Yes,Carpet & Flooring,Flooring Retail,"Mar, Apr, May, Jun, Jul, Aug",$199.29k,3,Commercial,$2.5M - $5M,$5K - $20K,-,B2C,"Spring, Memorial Day, Summer",No,,Google Analytics,Yes,Yes,Yes,402,4.8,Yes,5,No,11 to 50,0,0,0,80,No,Yes,No,No,110.118s,Not Detected,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,85,Yes,86,14,Yes,"28Y, 11M",100,Yes,"13,980",86,Yes,111,622,Yes,Yes,Yes,-,-,-,-,No,No,Yes,342,248,72,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,45,Yes,$1K - $5K,7,No,No,-,No,Yes,No,No,Yes,2017,-,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
